"timeMillisSpent","score","initialized"
569,"-1200000hard/-146612medium/-374974soft","true"
571,"-1200000hard/-146296medium/-376470soft","true"
571,"-1200000hard/-146288medium/-379776soft","true"
572,"-1200000hard/-145195medium/-383140soft","true"
580,"-1200000hard/-143942medium/-380661soft","true"
590,"-1200000hard/-143515medium/-379040soft","true"
598,"-1200000hard/-143147medium/-375385soft","true"
600,"-1200000hard/-142986medium/-378980soft","true"
601,"-1200000hard/-142786medium/-373764soft","true"
623,"-1200000hard/-141726medium/-375299soft","true"
623,"-1200000hard/-141330medium/-375910soft","true"
625,"-1200000hard/-140682medium/-377187soft","true"
626,"-1200000hard/-140588medium/-377972soft","true"
626,"-1200000hard/-140437medium/-379162soft","true"
633,"-1200000hard/-140070medium/-379565soft","true"
729,"-1200000hard/-139920medium/-379914soft","true"
866,"-1200000hard/-139839medium/-377637soft","true"
1128,"-1200000hard/-139833medium/-371384soft","true"
1130,"-1200000hard/-139059medium/-377896soft","true"
1182,"-1200000hard/-138832medium/-377360soft","true"
1312,"-1200000hard/-138608medium/-372600soft","true"
1323,"-1200000hard/-138373medium/-370251soft","true"
1384,"-1200000hard/-138227medium/-377442soft","true"
1391,"-1200000hard/-138160medium/-380457soft","true"
1415,"-1200000hard/-137631medium/-373861soft","true"
1430,"-1200000hard/-136512medium/-377176soft","true"
2250,"-1200000hard/-136450medium/-375404soft","true"
