"timeMillisSpent","score","initialized"
282,"0hard/-120194soft","true"
746,"0hard/-120012soft","true"
905,"0hard/-119911soft","true"
952,"0hard/-119857soft","true"
1118,"0hard/-119776soft","true"
1264,"0hard/-119541soft","true"
2079,"0hard/-119368soft","true"
2373,"0hard/-119110soft","true"
2718,"0hard/-119006soft","true"
2773,"0hard/-118876soft","true"
2834,"0hard/-118759soft","true"
2865,"0hard/-118481soft","true"
3028,"0hard/-118324soft","true"
3831,"0hard/-118307soft","true"
4025,"0hard/-118147soft","true"
4086,"0hard/-118127soft","true"
4109,"0hard/-117727soft","true"
4138,"0hard/-117593soft","true"
6065,"0hard/-117491soft","true"
6348,"0hard/-117428soft","true"
7778,"0hard/-117424soft","true"
