"timeMillisSpent","score","initialized"
846,"-1200000hard/-35565495medium/-66132000soft","true"
857,"-1200000hard/-35556495medium/-66132000soft","true"
861,"-1200000hard/-35538495medium/-66132000soft","true"
923,"-1200000hard/-35511495medium/-66132000soft","true"
1124,"-1200000hard/-35510073medium/-66136578soft","true"
1299,"-1200000hard/-35501461medium/-66133966soft","true"
1406,"-1200000hard/-35490495medium/-66132000soft","true"
1614,"-1200000hard/-35481495medium/-66132000soft","true"
2111,"-1200000hard/-35475571medium/-66135076soft","true"
2741,"-1200000hard/-35473223medium/-66141728soft","true"
2760,"-1200000hard/-35472433medium/-66137938soft","true"
3206,"-1200000hard/-35469571medium/-66135076soft","true"
3312,"-1200000hard/-35466571medium/-66135076soft","true"
3661,"-1200000hard/-35463806medium/-66132311soft","true"
3990,"-1200000hard/-35461228medium/-66132733soft","true"
3997,"-1200000hard/-35460806medium/-66132311soft","true"
4914,"-1200000hard/-35460495medium/-66132000soft","true"
