"timeMillisSpent","score","initialized"
563,"-1200000hard/-10701382medium/-20512800soft","true"
568,"-1200000hard/-10698382medium/-20512800soft","true"
569,"-1200000hard/-10695382medium/-20512800soft","true"
574,"-1200000hard/-10678962medium/-20517380soft","true"
575,"-1200000hard/-10666962medium/-20517380soft","true"
580,"-1200000hard/-10657398medium/-20519816soft","true"
586,"-1200000hard/-10655153medium/-20517571soft","true"
658,"-1200000hard/-10653382medium/-20512800soft","true"
675,"-1200000hard/-10626382medium/-20512800soft","true"
1781,"-1200000hard/-10621988medium/-20514406soft","true"
2588,"-1200000hard/-10620940medium/-20513358soft","true"
4304,"-1200000hard/-10614382medium/-20512800soft","true"
