"timeMillisSpent","score","initialized"
114,"-400000hard/-3984143medium/-8167500soft","true"
119,"-400000hard/-3972143medium/-8167500soft","true"
135,"-400000hard/-3963143medium/-8167500soft","true"
156,"-400000hard/-3960143medium/-8167500soft","true"
158,"-400000hard/-3956677medium/-8170034soft","true"
159,"-400000hard/-3944677medium/-8170034soft","true"
170,"-400000hard/-3942143medium/-8167500soft","true"
214,"-400000hard/-3939143medium/-8167500soft","true"
236,"-400000hard/-3933143medium/-8167500soft","true"
255,"-400000hard/-3930143medium/-8167500soft","true"
257,"-400000hard/-3927143medium/-8167500soft","true"
274,"-400000hard/-3924143medium/-8167500soft","true"
281,"-400000hard/-3921143medium/-8167500soft","true"
285,"-400000hard/-3915143medium/-8167500soft","true"
394,"-400000hard/-3912143medium/-8167500soft","true"
447,"-400000hard/-3909143medium/-8167500soft","true"
553,"-400000hard/-3906143medium/-8167500soft","true"
