"timeMillisSpent","score","initialized"
55,"-400000hard/-3698medium/-183640soft","true"
57,"-400000hard/-2996medium/-183649soft","true"
57,"-400000hard/-2995medium/-180222soft","true"
58,"-400000hard/-2947medium/-179079soft","true"
61,"-400000hard/-2584medium/-186041soft","true"
67,"-400000hard/-2404medium/-179869soft","true"
71,"-400000hard/-2399medium/-180464soft","true"
73,"-400000hard/-2207medium/-185333soft","true"
73,"-400000hard/-2140medium/-182156soft","true"
74,"-400000hard/-2034medium/-176685soft","true"
87,"-400000hard/-1329medium/-182808soft","true"
144,"-400000hard/-778medium/-180542soft","true"
173,"-400000hard/-683medium/-178655soft","true"
215,"-400000hard/-555medium/-183882soft","true"
234,"-400000hard/-102medium/-173175soft","true"
284,"-400000hard/0medium/-179494soft","true"
288,"-400000hard/0medium/-178910soft","true"
540,"-400000hard/0medium/-173977soft","true"
554,"-400000hard/0medium/-173720soft","true"
626,"-400000hard/0medium/-171493soft","true"
3037,"-400000hard/0medium/-170954soft","true"
