"timeMillisSpent","score","initialized"
2766,"-2000000hard/-98344646medium/-180130500soft","true"
2769,"-2000000hard/-98050646medium/-180130500soft","true"
2857,"-2000000hard/-98000070medium/-180133924soft","true"
2889,"-2000000hard/-97970070medium/-180133924soft","true"
2949,"-2000000hard/-97958504medium/-180131358soft","true"
2979,"-2000000hard/-97882646medium/-180130500soft","true"
3208,"-2000000hard/-97873568medium/-180133422soft","true"
3788,"-2000000hard/-97859967medium/-180134821soft","true"
3789,"-2000000hard/-97858904medium/-180133758soft","true"
3826,"-2000000hard/-97858686medium/-180133540soft","true"
3828,"-2000000hard/-97831686medium/-180133540soft","true"
3842,"-2000000hard/-97816686medium/-180133540soft","true"
4325,"-2000000hard/-97780578medium/-180145432soft","true"
4333,"-2000000hard/-97753578medium/-180145432soft","true"
4991,"-2000000hard/-97749696medium/-180132550soft","true"
