"timeMillisSpent","score","initialized"
307,"-800000hard/-16078547medium/-30145500soft","true"
309,"-800000hard/-16039547medium/-30145500soft","true"
313,"-800000hard/-15982547medium/-30145500soft","true"
319,"-800000hard/-15967547medium/-30145500soft","true"
321,"-800000hard/-15955547medium/-30145500soft","true"
323,"-800000hard/-15945462medium/-30147415soft","true"
327,"-800000hard/-15943547medium/-30145500soft","true"
358,"-800000hard/-15916547medium/-30145500soft","true"
359,"-800000hard/-15913547medium/-30145500soft","true"
374,"-800000hard/-15898547medium/-30145500soft","true"
387,"-800000hard/-15886547medium/-30145500soft","true"
391,"-800000hard/-15862547medium/-30145500soft","true"
442,"-800000hard/-15853547medium/-30145500soft","true"
507,"-800000hard/-15850547medium/-30145500soft","true"
517,"-800000hard/-15841547medium/-30145500soft","true"
525,"-800000hard/-15835547medium/-30145500soft","true"
602,"-800000hard/-15832547medium/-30145500soft","true"
615,"-800000hard/-15829547medium/-30145500soft","true"
634,"-800000hard/-15826547medium/-30145500soft","true"
697,"-800000hard/-15823547medium/-30145500soft","true"
995,"-800000hard/-15820547medium/-30145500soft","true"
2257,"-800000hard/-15817547medium/-30145500soft","true"
