"timeMillisSpent","score","initialized"
16,"0hard/-90204soft","true"
30,"0hard/-90190soft","true"
40,"0hard/-90145soft","true"
46,"0hard/-90140soft","true"
66,"0hard/-90139soft","true"
69,"0hard/-90131soft","true"
96,"0hard/-90089soft","true"
97,"0hard/-90082soft","true"
109,"0hard/-89506soft","true"
282,"0hard/-89158soft","true"
286,"0hard/-86195soft","true"
287,"0hard/-86181soft","true"
721,"0hard/-86055soft","true"
1044,"0hard/-86039soft","true"
1807,"0hard/-86014soft","true"
1819,"0hard/-85995soft","true"
1855,"0hard/-85879soft","true"
1925,"0hard/-85729soft","true"
1926,"0hard/-85610soft","true"
2002,"0hard/-85417soft","true"
2050,"0hard/-85400soft","true"
2050,"0hard/-85385soft","true"
2095,"0hard/-85382soft","true"
2096,"0hard/-85315soft","true"
2097,"0hard/-85233soft","true"
2105,"0hard/-85163soft","true"
2300,"0hard/-84700soft","true"
3811,"0hard/-84596soft","true"
7457,"0hard/-84587soft","true"
7472,"0hard/-84585soft","true"
