"timeMillisSpent","score","initialized"
62,"-400000hard/-3966629medium/-8167500soft","true"
64,"-400000hard/-3894629medium/-8167500soft","true"
68,"-400000hard/-3876629medium/-8167500soft","true"
74,"-400000hard/-3865927medium/-8171798soft","true"
74,"-400000hard/-3856927medium/-8171798soft","true"
74,"-400000hard/-3855073medium/-8169944soft","true"
90,"-400000hard/-3834875medium/-8173746soft","true"
92,"-400000hard/-3823548medium/-8174419soft","true"
116,"-400000hard/-3798884medium/-8170755soft","true"
190,"-400000hard/-3784424medium/-8171295soft","true"
304,"-400000hard/-3777430medium/-8173301soft","true"
451,"-400000hard/-3771348medium/-8173219soft","true"
956,"-400000hard/-3770491medium/-8169362soft","true"
1197,"-400000hard/-3770309medium/-8169180soft","true"
1208,"-400000hard/-3768781medium/-8167652soft","true"
1235,"-400000hard/-3768629medium/-8167500soft","true"
1275,"-400000hard/-3767935medium/-8172806soft","true"
1291,"-400000hard/-3763388medium/-8168259soft","true"
1610,"-400000hard/-3760829medium/-8174700soft","true"
2040,"-400000hard/-3758657medium/-8169528soft","true"
2081,"-400000hard/-3756713medium/-8167584soft","true"
2169,"-400000hard/-3754140medium/-8168011soft","true"
3264,"-400000hard/-3753629medium/-8167500soft","true"
