"timeMillisSpent","score","initialized"
205,"-207132hard/-119458soft","true"
254,"-207087hard/-119400soft","true"
322,"-207076hard/-119386soft","true"
331,"-207074hard/-119383soft","true"
355,"-207048hard/-119349soft","true"
396,"-207020hard/-119313soft","true"
627,"-207002hard/-119291soft","true"
697,"-206971hard/-119251soft","true"
743,"-206934hard/-119204soft","true"
1020,"-206497hard/-118646soft","true"
1127,"-206404hard/-118527soft","true"
2325,"-206151hard/-118204soft","true"
2473,"-206139hard/-118189soft","true"
3160,"-206121hard/-118166soft","true"
3170,"-205746hard/-117687soft","true"
4088,"-205718hard/-117651soft","true"
4727,"-205667hard/-117586soft","true"
5483,"-205594hard/-117492soft","true"
6646,"-197237hard/-139706soft","true"
6675,"-197202hard/-139661soft","true"
6727,"-196878hard/-139247soft","true"
6732,"-196801hard/-139149soft","true"
6763,"-196798hard/-139145soft","true"
6768,"-196501hard/-138766soft","true"
6842,"-196089hard/-138239soft","true"
6879,"-195698hard/-137740soft","true"
6987,"-195642hard/-137668soft","true"
7016,"-195287hard/-137214soft","true"
7022,"-193885hard/-135423soft","true"
7047,"-193871hard/-135405soft","true"
7054,"-193357hard/-134748soft","true"
7122,"-192836hard/-134083soft","true"
7154,"-192813hard/-134053soft","true"
7205,"-189338hard/-129613soft","true"
7230,"-189328hard/-129600soft","true"
7245,"-189296hard/-129559soft","true"
7313,"-189038hard/-129229soft","true"
7359,"-188120hard/-128056soft","true"
7393,"-188110hard/-128043soft","true"
7442,"-188092hard/-128021soft","true"
7481,"-188081hard/-128006soft","true"
7505,"-187440hard/-127187soft","true"
7529,"-187421hard/-127163soft","true"
7547,"-187394hard/-127129soft","true"
7714,"-187287hard/-126992soft","true"
7734,"-187280hard/-126983soft","true"
7749,"-186525hard/-126018soft","true"
7763,"-185365hard/-124536soft","true"
7795,"-184932hard/-123983soft","true"
7835,"-184262hard/-123127soft","true"
7893,"-183493hard/-122144soft","true"
7931,"-183249hard/-121832soft","true"
7938,"-183134hard/-121685soft","true"
7967,"-182921hard/-121413soft","true"
8035,"-182835hard/-121303soft","true"
8147,"-182760hard/-121207soft","true"
8214,"-182684hard/-121110soft","true"
8221,"-182441hard/-120800soft","true"
8573,"-182397hard/-120743soft","true"
8583,"-181763hard/-119933soft","true"
8617,"-181749hard/-119915soft","true"
8787,"-181722hard/-119881soft","true"
8839,"-181685hard/-119834soft","true"
8961,"-181657hard/-119798soft","true"
