"timeMillisSpent","score","initialized"
62,"-400000hard/-913medium/-156730soft","true"
64,"-400000hard/-168medium/-158431soft","true"
65,"-400000hard/0medium/-160003soft","true"
67,"-400000hard/0medium/-156216soft","true"
92,"-400000hard/0medium/-155343soft","true"
92,"-400000hard/0medium/-154772soft","true"
403,"-400000hard/0medium/-153710soft","true"
403,"-400000hard/0medium/-152035soft","true"
586,"-400000hard/0medium/-151185soft","true"
587,"-400000hard/0medium/-151171soft","true"
587,"-400000hard/0medium/-149500soft","true"
971,"-400000hard/0medium/-149430soft","true"
972,"-400000hard/0medium/-149418soft","true"
2107,"-400000hard/0medium/-148342soft","true"
2108,"-400000hard/0medium/-148117soft","true"
2214,"-400000hard/0medium/-146798soft","true"
2877,"-400000hard/0medium/-146355soft","true"
3832,"-400000hard/0medium/-146076soft","true"
4325,"-400000hard/0medium/-145330soft","true"
4478,"-400000hard/0medium/-144955soft","true"
4852,"-400000hard/0medium/-144500soft","true"
