"timeMillisSpent","score","initialized"
1716,"-1600000hard/-63035727medium/-116127000soft","true"
1724,"-1600000hard/-63029727medium/-116127000soft","true"
1725,"-1600000hard/-63005727medium/-116127000soft","true"
1852,"-1600000hard/-62993727medium/-116127000soft","true"
1903,"-1600000hard/-62990727medium/-116127000soft","true"
2103,"-1600000hard/-62987727medium/-116127000soft","true"
2116,"-1600000hard/-62984727medium/-116127000soft","true"
2127,"-1600000hard/-62975727medium/-116127000soft","true"
2186,"-1600000hard/-62969727medium/-116127000soft","true"
2266,"-1600000hard/-62966727medium/-116127000soft","true"
2381,"-1600000hard/-62963727medium/-116127000soft","true"
2386,"-1600000hard/-62960727medium/-116127000soft","true"
2664,"-1600000hard/-62957727medium/-116127000soft","true"
3089,"-1600000hard/-62951727medium/-116127000soft","true"
3107,"-1600000hard/-62948727medium/-116127000soft","true"
3114,"-1600000hard/-62945727medium/-116127000soft","true"
3144,"-1600000hard/-62933727medium/-116127000soft","true"
3179,"-1600000hard/-62927727medium/-116127000soft","true"
3252,"-1600000hard/-62921727medium/-116127000soft","true"
3333,"-1600000hard/-62915727medium/-116127000soft","true"
3391,"-1600000hard/-62858727medium/-116127000soft","true"
3393,"-1600000hard/-62843727medium/-116127000soft","true"
3406,"-1600000hard/-62840727medium/-116127000soft","true"
3427,"-1600000hard/-62834727medium/-116127000soft","true"
3544,"-1600000hard/-62831727medium/-116127000soft","true"
3661,"-1600000hard/-62819727medium/-116127000soft","true"
3872,"-1600000hard/-62813727medium/-116127000soft","true"
3887,"-1600000hard/-62810727medium/-116127000soft","true"
3959,"-1600000hard/-62798727medium/-116127000soft","true"
4137,"-1600000hard/-62795907medium/-116127180soft","true"
4147,"-1600000hard/-62789907medium/-116127180soft","true"
4202,"-1600000hard/-62786907medium/-116127180soft","true"
4217,"-1600000hard/-62783907medium/-116127180soft","true"
4223,"-1600000hard/-62777907medium/-116127180soft","true"
4296,"-1600000hard/-62771727medium/-116127000soft","true"
4511,"-1600000hard/-62768727medium/-116127000soft","true"
4620,"-1600000hard/-62762727medium/-116127000soft","true"
4662,"-1600000hard/-62759727medium/-116127000soft","true"
4862,"-1600000hard/-62756727medium/-116127000soft","true"
