"timeMillisSpent","score","initialized"
62,"-400000hard/-3966629medium/-8167500soft","true"
64,"-400000hard/-3843629medium/-8167500soft","true"
65,"-400000hard/-3822629medium/-8167500soft","true"
66,"-400000hard/-3816629medium/-8167500soft","true"
68,"-400000hard/-3810629medium/-8167500soft","true"
95,"-400000hard/-3809740medium/-8178611soft","true"
98,"-400000hard/-3789064medium/-8175935soft","true"
98,"-400000hard/-3784006medium/-8170877soft","true"
99,"-400000hard/-3772006medium/-8170877soft","true"
101,"-400000hard/-3769006medium/-8170877soft","true"
107,"-400000hard/-3765834medium/-8167705soft","true"
4630,"-400000hard/-3763076medium/-8170947soft","true"
7677,"-400000hard/-3762919medium/-8167790soft","true"
7713,"-400000hard/-3760030medium/-8167901soft","true"
7725,"-400000hard/-3759919medium/-8167790soft","true"
7800,"-400000hard/-3756919medium/-8167790soft","true"
8646,"-400000hard/-3756629medium/-8167500soft","true"
8742,"-400000hard/-3753629medium/-8167500soft","true"
