"timeMillisSpent","score","initialized"
66,"-400000hard/-6281medium/-158152soft","true"
71,"-400000hard/-4163medium/-159555soft","true"
75,"-400000hard/-3982medium/-161802soft","true"
75,"-400000hard/-3740medium/-162070soft","true"
76,"-400000hard/-3550medium/-161423soft","true"
77,"-400000hard/0medium/-163159soft","true"
90,"-400000hard/0medium/-156923soft","true"
128,"-400000hard/0medium/-154457soft","true"
128,"-400000hard/0medium/-154354soft","true"
129,"-400000hard/0medium/-153960soft","true"
129,"-400000hard/0medium/-153850soft","true"
135,"-400000hard/0medium/-153263soft","true"
136,"-400000hard/0medium/-152470soft","true"
168,"-400000hard/0medium/-151671soft","true"
169,"-400000hard/0medium/-149800soft","true"
336,"-400000hard/0medium/-149538soft","true"
336,"-400000hard/0medium/-147913soft","true"
517,"-400000hard/0medium/-146927soft","true"
776,"-400000hard/0medium/-145882soft","true"
777,"-400000hard/0medium/-145571soft","true"
856,"-400000hard/0medium/-145569soft","true"
1958,"-400000hard/0medium/-144813soft","true"
