"timeMillisSpent","score","initialized"
203,"-207132hard/-119458soft","true"
515,"-207102hard/-119419soft","true"
544,"-207098hard/-119414soft","true"
570,"-207049hard/-119352soft","true"
601,"-207012hard/-119305soft","true"
970,"-206967hard/-119247soft","true"
1246,"-202873hard/-146908soft","true"
1250,"-202754hard/-146756soft","true"
1335,"-202745hard/-146744soft","true"
1356,"-202416hard/-146324soft","true"
1453,"-202377hard/-146274soft","true"
1469,"-202348hard/-146237soft","true"
1481,"-200518hard/-143899soft","true"
1483,"-200432hard/-143789soft","true"
1487,"-200275hard/-143588soft","true"
1509,"-200253hard/-143560soft","true"
1542,"-200197hard/-143488soft","true"
1570,"-198044hard/-140737soft","true"
1584,"-197578hard/-140141soft","true"
1585,"-196403hard/-138640soft","true"
1683,"-196391hard/-138624soft","true"
1711,"-196109hard/-138264soft","true"
1740,"-196060hard/-138201soft","true"
1742,"-195882hard/-137974soft","true"
1781,"-193976hard/-135538soft","true"
1783,"-193931hard/-135481soft","true"
1789,"-193868hard/-135401soft","true"
1799,"-193136hard/-134465soft","true"
1822,"-193112hard/-134435soft","true"
1871,"-191989hard/-133000soft","true"
1880,"-191913hard/-132903soft","true"
1888,"-191895hard/-132880soft","true"
1921,"-191883hard/-132864soft","true"
1963,"-191777hard/-132729soft","true"
1974,"-191772hard/-132722soft","true"
2075,"-191770hard/-132720soft","true"
2096,"-191747hard/-132690soft","true"
2117,"-191321hard/-132146soft","true"
2119,"-191299hard/-132118soft","true"
2169,"-190186hard/-130696soft","true"
2170,"-190175hard/-130682soft","true"
2172,"-190012hard/-130474soft","true"
2267,"-189985hard/-130439soft","true"
2293,"-189744hard/-130131soft","true"
2427,"-189546hard/-129878soft","true"
2437,"-189535hard/-129864soft","true"
2492,"-189531hard/-129858soft","true"
2572,"-189094hard/-129300soft","true"
2579,"-187642hard/-127445soft","true"
2639,"-187526hard/-127297soft","true"
2678,"-187449hard/-127199soft","true"
2711,"-187300hard/-127009soft","true"
2789,"-187046hard/-126684soft","true"
2886,"-186982hard/-126602soft","true"
3152,"-186216hard/-125624soft","true"
3220,"-186086hard/-125458soft","true"
3255,"-186022hard/-125376soft","true"
3321,"-184079hard/-122893soft","true"
3357,"-183601hard/-122282soft","true"
3400,"-183218hard/-121793soft","true"
3425,"-183198hard/-121768soft","true"
3494,"-182414hard/-120766soft","true"
3781,"-182361hard/-120698soft","true"
3863,"-182350hard/-120684soft","true"
4049,"-182262hard/-120571soft","true"
4275,"-182164hard/-120446soft","true"
4362,"-182149hard/-120427soft","true"
4414,"-182085hard/-120345soft","true"
6926,"-182071hard/-120327soft","true"
7916,"-182026hard/-120269soft","true"
8211,"-182025hard/-120268soft","true"
