"timeMillisSpent","score","initialized"
23,"-145793hard/-107255soft","true"
28,"-145731hard/-107175soft","true"
45,"-144499hard/-105601soft","true"
63,"-144006hard/-104972soft","true"
96,"-143955hard/-104906soft","true"
151,"-143930hard/-104874soft","true"
182,"-142450hard/-102983soft","true"
196,"-142404hard/-102925soft","true"
1769,"-138309hard/-102925soft","true"
1788,"-138308hard/-102925soft","true"
1801,"-138085hard/-102639soft","true"
2131,"-137738hard/-102196soft","true"
3958,"-137657hard/-102092soft","true"
