"timeMillisSpent","score","initialized"
1734,"-1600000hard/-63035727medium/-116127000soft","true"
1737,"-1600000hard/-63011727medium/-116127000soft","true"
1786,"-1600000hard/-63002727medium/-116127000soft","true"
1945,"-1600000hard/-62984727medium/-116127000soft","true"
2015,"-1600000hard/-62975727medium/-116127000soft","true"
2363,"-1600000hard/-62972727medium/-116127000soft","true"
2433,"-1600000hard/-62966727medium/-116127000soft","true"
2455,"-1600000hard/-62963727medium/-116127000soft","true"
2492,"-1600000hard/-62960727medium/-116127000soft","true"
2519,"-1600000hard/-62951727medium/-116127000soft","true"
2526,"-1600000hard/-62948727medium/-116127000soft","true"
2611,"-1600000hard/-62945727medium/-116127000soft","true"
2788,"-1600000hard/-62942727medium/-116127000soft","true"
3057,"-1600000hard/-62936727medium/-116127000soft","true"
3710,"-1600000hard/-62933727medium/-116127000soft","true"
3733,"-1600000hard/-62927727medium/-116127000soft","true"
3769,"-1600000hard/-62924727medium/-116127000soft","true"
3772,"-1600000hard/-62918727medium/-116127000soft","true"
3843,"-1600000hard/-62906727medium/-116127000soft","true"
3965,"-1600000hard/-62900727medium/-116127000soft","true"
3978,"-1600000hard/-62897727medium/-116127000soft","true"
4024,"-1600000hard/-62888727medium/-116127000soft","true"
4045,"-1600000hard/-62879727medium/-116127000soft","true"
4227,"-1600000hard/-62876727medium/-116127000soft","true"
4299,"-1600000hard/-62870727medium/-116127000soft","true"
4326,"-1600000hard/-62858727medium/-116127000soft","true"
4368,"-1600000hard/-62855727medium/-116127000soft","true"
4837,"-1600000hard/-62849727medium/-116127000soft","true"
4949,"-1600000hard/-62843727medium/-116127000soft","true"
4999,"-1600000hard/-62837727medium/-116127000soft","true"
