"timeMillisSpent","score","initialized"
301,"-800000hard/-4841267medium/-9870300soft","true"
305,"-800000hard/-4832267medium/-9870300soft","true"
306,"-800000hard/-4831206medium/-9872239soft","true"
307,"-800000hard/-4828206medium/-9872239soft","true"
313,"-800000hard/-4822206medium/-9872239soft","true"
313,"-800000hard/-4816206medium/-9872239soft","true"
314,"-800000hard/-4810206medium/-9872239soft","true"
316,"-800000hard/-4804206medium/-9872239soft","true"
344,"-800000hard/-4802955medium/-9876988soft","true"
345,"-800000hard/-4800964medium/-9874997soft","true"
361,"-800000hard/-4800670medium/-9877703soft","true"
604,"-800000hard/-4795370medium/-9875403soft","true"
986,"-800000hard/-4794813medium/-9871846soft","true"
1035,"-800000hard/-4789676medium/-9872709soft","true"
1475,"-800000hard/-4789361medium/-9875394soft","true"
1897,"-800000hard/-4787993medium/-9871026soft","true"
2518,"-800000hard/-4787496medium/-9870529soft","true"
2643,"-800000hard/-4785904medium/-9871937soft","true"
3279,"-800000hard/-4784698medium/-9873731soft","true"
5337,"-800000hard/-4784267medium/-9870300soft","true"
6017,"-800000hard/-4784021medium/-9873054soft","true"
6280,"-800000hard/-4782712medium/-9871745soft","true"
6731,"-800000hard/-4781267medium/-9870300soft","true"
