"timeMillisSpent","score","initialized"
64,"-400000hard/-3966629medium/-8167500soft","true"
66,"-400000hard/-3843629medium/-8167500soft","true"
67,"-400000hard/-3822629medium/-8167500soft","true"
68,"-400000hard/-3816629medium/-8167500soft","true"
69,"-400000hard/-3810629medium/-8167500soft","true"
70,"-400000hard/-3806089medium/-8168960soft","true"
77,"-400000hard/-3791089medium/-8168960soft","true"
78,"-400000hard/-3773089medium/-8168960soft","true"
80,"-400000hard/-3770089medium/-8168960soft","true"
101,"-400000hard/-3761089medium/-8168960soft","true"
111,"-400000hard/-3759629medium/-8167500soft","true"
228,"-400000hard/-3756629medium/-8167500soft","true"
256,"-400000hard/-3753629medium/-8167500soft","true"
