"timeMillisSpent","score","initialized"
765,"-1200000hard/-35565495medium/-66132000soft","true"
775,"-1200000hard/-35556495medium/-66132000soft","true"
778,"-1200000hard/-35538495medium/-66132000soft","true"
838,"-1200000hard/-35511495medium/-66132000soft","true"
1328,"-1200000hard/-35506419medium/-66132924soft","true"
1384,"-1200000hard/-35497419medium/-66132924soft","true"
2104,"-1200000hard/-35496568medium/-66141073soft","true"
2113,"-1200000hard/-35487568medium/-66141073soft","true"
2479,"-1200000hard/-35481201medium/-66134706soft","true"
3702,"-1200000hard/-35479487medium/-66138992soft","true"
4423,"-1200000hard/-35475495medium/-66132000soft","true"
