"timeMillisSpent","score","initialized"
572,"-1200000hard/-10701382medium/-20512800soft","true"
578,"-1200000hard/-10698382medium/-20512800soft","true"
579,"-1200000hard/-10695382medium/-20512800soft","true"
583,"-1200000hard/-10659382medium/-20512800soft","true"
591,"-1200000hard/-10644382medium/-20512800soft","true"
615,"-1200000hard/-10641382medium/-20512800soft","true"
620,"-1200000hard/-10638382medium/-20512800soft","true"
626,"-1200000hard/-10635382medium/-20512800soft","true"
650,"-1200000hard/-10632382medium/-20512800soft","true"
721,"-1200000hard/-10620382medium/-20512800soft","true"
799,"-1200000hard/-10617382medium/-20512800soft","true"
912,"-1200000hard/-10614382medium/-20512800soft","true"
1403,"-1200000hard/-10611382medium/-20512800soft","true"
