"timeMillisSpent","score","initialized"
133,"-400000hard/-6424medium/-160863soft","true"
145,"-400000hard/-4729medium/-159032soft","true"
146,"-400000hard/-4564medium/-157936soft","true"
147,"-400000hard/-1355medium/-158970soft","true"
148,"-400000hard/-1171medium/-156961soft","true"
148,"-400000hard/-984medium/-157072soft","true"
149,"-400000hard/-371medium/-153582soft","true"
153,"-400000hard/0medium/-153754soft","true"
156,"-400000hard/0medium/-152121soft","true"
161,"-400000hard/0medium/-150837soft","true"
168,"-400000hard/0medium/-150050soft","true"
182,"-400000hard/0medium/-147361soft","true"
748,"-400000hard/0medium/-147006soft","true"
795,"-400000hard/0medium/-146538soft","true"
927,"-400000hard/0medium/-146270soft","true"
1227,"-400000hard/0medium/-146175soft","true"
1313,"-400000hard/0medium/-144763soft","true"
