"timeMillisSpent","score","initialized"
57,"-400000hard/-10273medium/-191361soft","true"
64,"-400000hard/-10201medium/-185386soft","true"
65,"-400000hard/-9765medium/-188531soft","true"
66,"-400000hard/-8912medium/-183400soft","true"
68,"-400000hard/-7150medium/-186086soft","true"
68,"-400000hard/-4957medium/-184406soft","true"
170,"-400000hard/-4428medium/-181992soft","true"
507,"-400000hard/-3342medium/-188792soft","true"
520,"-400000hard/-3131medium/-180538soft","true"
531,"-400000hard/-3067medium/-183975soft","true"
789,"-400000hard/-1676medium/-184676soft","true"
1205,"-400000hard/-998medium/-182956soft","true"
1212,"-400000hard/-668medium/-187405soft","true"
1439,"-400000hard/0medium/-189114soft","true"
1976,"-400000hard/0medium/-184543soft","true"
2102,"-400000hard/0medium/-181141soft","true"
2860,"-400000hard/0medium/-179864soft","true"
3451,"-400000hard/0medium/-177499soft","true"
3464,"-400000hard/0medium/-173241soft","true"
