"timeMillisSpent","score","initialized"
1065,"-221679hard/-131580soft","true"
1083,"-221570hard/-131441soft","true"
1147,"-221472hard/-131316soft","true"
1371,"-221469hard/-131312soft","true"
1563,"-221338hard/-131145soft","true"
2075,"-221232hard/-131009soft","true"
2174,"-221165hard/-130924soft","true"
2551,"-221006hard/-130720soft","true"
2877,"-220987hard/-130696soft","true"
3358,"-220928hard/-130621soft","true"
3435,"-220775hard/-130425soft","true"
3536,"-220553hard/-130142soft","true"
3828,"-220503hard/-130078soft","true"
5247,"-220494hard/-130067soft","true"
6105,"-220485hard/-130055soft","true"
6155,"-220411hard/-129961soft","true"
7034,"-220397hard/-129943soft","true"
7045,"-220112hard/-129579soft","true"
7437,"-220068hard/-129522soft","true"
9102,"-220050hard/-129499soft","true"
