"timeMillisSpent","score","initialized"
61,"-400000hard/-3966629medium/-8167500soft","true"
63,"-400000hard/-3843629medium/-8167500soft","true"
64,"-400000hard/-3822629medium/-8167500soft","true"
65,"-400000hard/-3816629medium/-8167500soft","true"
66,"-400000hard/-3810629medium/-8167500soft","true"
6442,"-400000hard/-3800510medium/-8169381soft","true"
6446,"-400000hard/-3797510medium/-8169381soft","true"
7675,"-400000hard/-3795953medium/-8170824soft","true"
7823,"-400000hard/-3791657medium/-8169528soft","true"
7824,"-400000hard/-3785657medium/-8169528soft","true"
7827,"-400000hard/-3770657medium/-8169528soft","true"
8235,"-400000hard/-3764829medium/-8167500soft","true"
8238,"-400000hard/-3761829medium/-8167500soft","true"
8239,"-400000hard/-3758829medium/-8167500soft","true"
8364,"-400000hard/-3758132medium/-8169003soft","true"
8412,"-400000hard/-3755132medium/-8169003soft","true"
8428,"-400000hard/-3753629medium/-8167500soft","true"
