"timeMillisSpent","score","initialized"
258,"-800000hard/-4841267medium/-9870300soft","true"
262,"-800000hard/-4832267medium/-9870300soft","true"
263,"-800000hard/-4831206medium/-9872239soft","true"
263,"-800000hard/-4828206medium/-9872239soft","true"
270,"-800000hard/-4822206medium/-9872239soft","true"
270,"-800000hard/-4816206medium/-9872239soft","true"
271,"-800000hard/-4810206medium/-9872239soft","true"
273,"-800000hard/-4804206medium/-9872239soft","true"
301,"-800000hard/-4802955medium/-9876988soft","true"
302,"-800000hard/-4800964medium/-9874997soft","true"
317,"-800000hard/-4800670medium/-9877703soft","true"
569,"-800000hard/-4796604medium/-9879637soft","true"
1189,"-800000hard/-4793984medium/-9874017soft","true"
1195,"-800000hard/-4793809medium/-9873842soft","true"
1229,"-800000hard/-4788393medium/-9874426soft","true"
1524,"-800000hard/-4788359medium/-9871392soft","true"
2424,"-800000hard/-4785059medium/-9871092soft","true"
4534,"-800000hard/-4784676medium/-9873709soft","true"
4747,"-800000hard/-4784408medium/-9873441soft","true"
4784,"-800000hard/-4781822medium/-9873855soft","true"
5136,"-800000hard/-4781267medium/-9870300soft","true"
7406,"-800000hard/-4780704medium/-9872737soft","true"
7419,"-800000hard/-4779901medium/-9871934soft","true"
9283,"-800000hard/-4778951medium/-9870984soft","true"
9770,"-800000hard/-4778267medium/-9870300soft","true"
