"timeMillisSpent","score","initialized"
580,"-1200000hard/-10701382medium/-20512800soft","true"
7638,"-1200000hard/-10700185medium/-20514603soft","true"
7640,"-1200000hard/-10697185medium/-20514603soft","true"
7641,"-1200000hard/-10695673medium/-20513091soft","true"
7641,"-1200000hard/-10677673medium/-20513091soft","true"
7651,"-1200000hard/-10676561medium/-20517979soft","true"
7662,"-1200000hard/-10671673medium/-20513091soft","true"
7662,"-1200000hard/-10653673medium/-20513091soft","true"
7678,"-1200000hard/-10650673medium/-20513091soft","true"
7692,"-1200000hard/-10632673medium/-20513091soft","true"
7746,"-1200000hard/-10626673medium/-20513091soft","true"
7776,"-1200000hard/-10623673medium/-20513091soft","true"
7786,"-1200000hard/-10620673medium/-20513091soft","true"
7864,"-1200000hard/-10617673medium/-20513091soft","true"
9997,"-1200000hard/-10617666medium/-20512800soft","true"
