"timeMillisSpent","score","initialized"
2829,"-2000000hard/-28648290medium/-53410500soft","true"
2851,"-2000000hard/-28630290medium/-53410500soft","true"
3014,"-2000000hard/-28627290medium/-53410500soft","true"
3042,"-2000000hard/-28624290medium/-53410500soft","true"
3046,"-2000000hard/-28618290medium/-53410500soft","true"
3049,"-2000000hard/-28615290medium/-53410500soft","true"
3199,"-2000000hard/-28612290medium/-53410500soft","true"
3866,"-2000000hard/-28609290medium/-53410500soft","true"
4885,"-2000000hard/-28606290medium/-53410500soft","true"
5491,"-2000000hard/-28603290medium/-53410500soft","true"
