"timeMillisSpent","score","initialized"
251,"-800000hard/-49783medium/-265065soft","true"
258,"-800000hard/-48412medium/-261633soft","true"
287,"-800000hard/-48176medium/-267254soft","true"
292,"-800000hard/-47603medium/-265809soft","true"
358,"-800000hard/-47421medium/-261527soft","true"
358,"-800000hard/-46592medium/-263057soft","true"
1595,"-800000hard/-46475medium/-263080soft","true"
1676,"-800000hard/-45925medium/-260804soft","true"
2118,"-800000hard/-45709medium/-263673soft","true"
2290,"-800000hard/-45620medium/-262101soft","true"
3127,"-800000hard/-45504medium/-265886soft","true"
3127,"-800000hard/-45496medium/-260429soft","true"
3497,"-800000hard/-45126medium/-265615soft","true"
