"timeMillisSpent","score","initialized"
64,"-400000hard/-11011medium/-160109soft","true"
66,"-400000hard/-10675medium/-160325soft","true"
67,"-400000hard/-10559medium/-168376soft","true"
68,"-400000hard/-10313medium/-167984soft","true"
69,"-400000hard/-10231medium/-163981soft","true"
69,"-400000hard/-8840medium/-162430soft","true"
70,"-400000hard/-8414medium/-163929soft","true"
70,"-400000hard/-6948medium/-159794soft","true"
145,"-400000hard/-2772medium/-165942soft","true"
145,"-400000hard/-2739medium/-166885soft","true"
145,"-400000hard/-1616medium/-167950soft","true"
145,"-400000hard/-1225medium/-162883soft","true"
149,"-400000hard/-695medium/-161239soft","true"
227,"-400000hard/0medium/-169133soft","true"
227,"-400000hard/0medium/-168067soft","true"
319,"-400000hard/0medium/-162426soft","true"
321,"-400000hard/0medium/-161494soft","true"
321,"-400000hard/0medium/-159348soft","true"
321,"-400000hard/0medium/-158625soft","true"
322,"-400000hard/0medium/-156900soft","true"
491,"-400000hard/0medium/-155197soft","true"
491,"-400000hard/0medium/-153818soft","true"
491,"-400000hard/0medium/-153665soft","true"
855,"-400000hard/0medium/-153169soft","true"
1283,"-400000hard/0medium/-152458soft","true"
1930,"-400000hard/0medium/-151175soft","true"
1931,"-400000hard/0medium/-149939soft","true"
1933,"-400000hard/0medium/-147526soft","true"
4220,"-400000hard/0medium/-146730soft","true"
4602,"-400000hard/0medium/-145002soft","true"
4937,"-400000hard/0medium/-144716soft","true"
