"timeMillisSpent","score","initialized"
267,"-800000hard/-4841267medium/-9870300soft","true"
271,"-800000hard/-4832267medium/-9870300soft","true"
272,"-800000hard/-4831206medium/-9872239soft","true"
273,"-800000hard/-4828206medium/-9872239soft","true"
279,"-800000hard/-4822206medium/-9872239soft","true"
280,"-800000hard/-4816206medium/-9872239soft","true"
280,"-800000hard/-4810206medium/-9872239soft","true"
282,"-800000hard/-4804206medium/-9872239soft","true"
310,"-800000hard/-4802955medium/-9876988soft","true"
311,"-800000hard/-4800964medium/-9874997soft","true"
327,"-800000hard/-4800670medium/-9877703soft","true"
394,"-800000hard/-4798612medium/-9872645soft","true"
483,"-800000hard/-4798011medium/-9875044soft","true"
527,"-800000hard/-4796810medium/-9876843soft","true"
529,"-800000hard/-4792879medium/-9872912soft","true"
865,"-800000hard/-4790267medium/-9870300soft","true"
967,"-800000hard/-4786612medium/-9872645soft","true"
1269,"-800000hard/-4784267medium/-9870300soft","true"
2124,"-800000hard/-4784020medium/-9873053soft","true"
2126,"-800000hard/-4783965medium/-9872998soft","true"
2594,"-800000hard/-4783431medium/-9872464soft","true"
2921,"-800000hard/-4781943medium/-9870976soft","true"
3244,"-800000hard/-4781267medium/-9870300soft","true"
3650,"-800000hard/-4780021medium/-9872054soft","true"
4064,"-800000hard/-4779912medium/-9871945soft","true"
4424,"-800000hard/-4778267medium/-9870300soft","true"
