"timeMillisSpent","score","initialized"
329,"-800000hard/-4759988medium/-9870300soft","true"
348,"-800000hard/-4756988medium/-9870300soft","true"
392,"-800000hard/-4753988medium/-9870300soft","true"
524,"-800000hard/-4751949medium/-9871261soft","true"
765,"-800000hard/-4751422medium/-9870734soft","true"
767,"-800000hard/-4751289medium/-9870601soft","true"
1275,"-800000hard/-4750988medium/-9870300soft","true"
1625,"-800000hard/-4748837medium/-9871149soft","true"
1665,"-800000hard/-4747988medium/-9870300soft","true"
3421,"-800000hard/-4745666medium/-9870978soft","true"
4278,"-800000hard/-4744988medium/-9870300soft","true"
