"timeMillisSpent","score","initialized"
606,"-196854hard/-128096soft","true"
677,"-196743hard/-127954soft","true"
924,"-195248hard/-126043soft","true"
1040,"-195189hard/-125968soft","true"
1052,"-195149hard/-125917soft","true"
1349,"-195127hard/-125889soft","true"
1536,"-194966hard/-125683soft","true"
1555,"-194864hard/-125552soft","true"
1668,"-194852hard/-125537soft","true"
1686,"-194712hard/-125358soft","true"
2103,"-194699hard/-125341soft","true"
2216,"-194634hard/-125258soft","true"
2229,"-194633hard/-125257soft","true"
2372,"-194537hard/-125135soft","true"
2610,"-194510hard/-125100soft","true"
2704,"-194506hard/-125096soft","true"
2859,"-194488hard/-125073soft","true"
3277,"-194460hard/-125037soft","true"
4105,"-194406hard/-124968soft","true"
4387,"-193798hard/-124191soft","true"
4857,"-193779hard/-124167soft","true"
5301,"-193776hard/-124163soft","true"
5371,"-193756hard/-124137soft","true"
5447,"-193583hard/-123916soft","true"
5852,"-193412hard/-123698soft","true"
6931,"-193298hard/-123552soft","true"
7943,"-193292hard/-123544soft","true"
