"timeMillisSpent","score","initialized"
282,"-800000hard/-16078547medium/-30145500soft","true"
284,"-800000hard/-16039547medium/-30145500soft","true"
289,"-800000hard/-15937547medium/-30145500soft","true"
289,"-800000hard/-15895547medium/-30145500soft","true"
296,"-800000hard/-15864349medium/-30150302soft","true"
1227,"-800000hard/-15859547medium/-30145500soft","true"
1227,"-800000hard/-15853547medium/-30145500soft","true"
1230,"-800000hard/-15844547medium/-30145500soft","true"
2228,"-800000hard/-15838547medium/-30145500soft","true"
2328,"-800000hard/-15832926medium/-30145879soft","true"
2773,"-800000hard/-15826547medium/-30145500soft","true"
5262,"-800000hard/-15824321medium/-30146274soft","true"
5415,"-800000hard/-15821502medium/-30146455soft","true"
5775,"-800000hard/-15820547medium/-30145500soft","true"
