"timeMillisSpent","score","initialized"
849,"-1200000hard/-10597603medium/-20512800soft","true"
1680,"-1200000hard/-10588603medium/-20512800soft","true"
3670,"-1200000hard/-10585603medium/-20512800soft","true"
7853,"-1200000hard/-10582603medium/-20512800soft","true"
