"timeMillisSpent","score","initialized"
2745,"-2000000hard/-98344646medium/-180130500soft","true"
2749,"-2000000hard/-98050646medium/-180130500soft","true"
2830,"-2000000hard/-98000070medium/-180133924soft","true"
2865,"-2000000hard/-97970070medium/-180133924soft","true"
2925,"-2000000hard/-97958504medium/-180131358soft","true"
2957,"-2000000hard/-97882646medium/-180130500soft","true"
3175,"-2000000hard/-97847545medium/-180134399soft","true"
3442,"-2000000hard/-97831602medium/-180133456soft","true"
3683,"-2000000hard/-97783460medium/-180142314soft","true"
4743,"-2000000hard/-97766738medium/-180131592soft","true"
4745,"-2000000hard/-97724738medium/-180131592soft","true"
4745,"-2000000hard/-97706738medium/-180131592soft","true"
