"timeMillisSpent","score","initialized"
628,"-196854hard/-128096soft","true"
700,"-196743hard/-127954soft","true"
942,"-195248hard/-126043soft","true"
1041,"-195189hard/-125968soft","true"
1052,"-195149hard/-125917soft","true"
1310,"-195127hard/-125889soft","true"
1494,"-194966hard/-125683soft","true"
1512,"-194864hard/-125552soft","true"
1617,"-194852hard/-125537soft","true"
1634,"-194712hard/-125358soft","true"
2047,"-194699hard/-125341soft","true"
2151,"-194634hard/-125258soft","true"
2165,"-194633hard/-125257soft","true"
2309,"-194537hard/-125135soft","true"
2510,"-194510hard/-125100soft","true"
2588,"-194506hard/-125096soft","true"
2720,"-194488hard/-125073soft","true"
3073,"-194460hard/-125037soft","true"
3843,"-194406hard/-124968soft","true"
4100,"-193798hard/-124191soft","true"
4550,"-193779hard/-124167soft","true"
4947,"-193776hard/-124163soft","true"
5008,"-193756hard/-124137soft","true"
5080,"-193583hard/-123916soft","true"
5488,"-193413hard/-123699soft","true"
5947,"-193298hard/-123552soft","true"
7511,"-193292hard/-123544soft","true"
9909,"-193233hard/-123469soft","true"
