"timeMillisSpent","score","initialized"
1712,"-1600000hard/-63035727medium/-116127000soft","true"
1721,"-1600000hard/-63029727medium/-116127000soft","true"
1721,"-1600000hard/-63005727medium/-116127000soft","true"
3576,"-1600000hard/-62969406medium/-116129679soft","true"
3577,"-1600000hard/-62945406medium/-116129679soft","true"
3579,"-1600000hard/-62936406medium/-116129679soft","true"
3583,"-1600000hard/-62891406medium/-116129679soft","true"
3586,"-1600000hard/-62879406medium/-116129679soft","true"
3587,"-1600000hard/-62858406medium/-116129679soft","true"
3588,"-1600000hard/-62849727medium/-116127000soft","true"
3589,"-1600000hard/-62825727medium/-116127000soft","true"
