"timeMillisSpent","score","initialized"
62,"-400000hard/-24614medium/-184248soft","true"
64,"-400000hard/-22243medium/-182377soft","true"
66,"-400000hard/-18228medium/-181826soft","true"
67,"-400000hard/-17735medium/-185811soft","true"
75,"-400000hard/-16492medium/-193884soft","true"
79,"-400000hard/-15560medium/-194530soft","true"
93,"-400000hard/-15362medium/-191447soft","true"
97,"-400000hard/-14833medium/-199256soft","true"
120,"-400000hard/-12307medium/-196436soft","true"
138,"-400000hard/-11009medium/-186846soft","true"
206,"-400000hard/-8973medium/-186370soft","true"
390,"-400000hard/-8810medium/-192589soft","true"
390,"-400000hard/-7974medium/-189541soft","true"
443,"-400000hard/-7078medium/-185398soft","true"
445,"-400000hard/-5607medium/-195960soft","true"
576,"-400000hard/-5311medium/-182910soft","true"
576,"-400000hard/-5261medium/-182616soft","true"
720,"-400000hard/-4846medium/-182711soft","true"
852,"-400000hard/-4099medium/-194324soft","true"
979,"-400000hard/-3793medium/-187990soft","true"
1127,"-400000hard/-3637medium/-183996soft","true"
1247,"-400000hard/-3015medium/-192384soft","true"
1333,"-400000hard/-2953medium/-181654soft","true"
1334,"-400000hard/-1020medium/-178248soft","true"
1775,"-400000hard/0medium/-179603soft","true"
