"timeMillisSpent","score","initialized"
62,"-400000hard/-3966629medium/-8167500soft","true"
65,"-400000hard/-3894629medium/-8167500soft","true"
69,"-400000hard/-3876629medium/-8167500soft","true"
76,"-400000hard/-3865927medium/-8171798soft","true"
76,"-400000hard/-3856927medium/-8171798soft","true"
77,"-400000hard/-3855073medium/-8169944soft","true"
92,"-400000hard/-3834875medium/-8173746soft","true"
94,"-400000hard/-3823548medium/-8174419soft","true"
115,"-400000hard/-3822581medium/-8176452soft","true"
116,"-400000hard/-3808963medium/-8171834soft","true"
116,"-400000hard/-3799963medium/-8171834soft","true"
300,"-400000hard/-3797835medium/-8169706soft","true"
301,"-400000hard/-3789015medium/-8169706soft","true"
440,"-400000hard/-3782563medium/-8169434soft","true"
544,"-400000hard/-3772597medium/-8168468soft","true"
1203,"-400000hard/-3772427medium/-8171298soft","true"
1214,"-400000hard/-3771530medium/-8176401soft","true"
1337,"-400000hard/-3771175medium/-8170046soft","true"
1673,"-400000hard/-3771059medium/-8172930soft","true"
1720,"-400000hard/-3769197medium/-8171068soft","true"
1806,"-400000hard/-3767727medium/-8169598soft","true"
1961,"-400000hard/-3761080medium/-8168951soft","true"
2467,"-400000hard/-3760603medium/-8168474soft","true"
2793,"-400000hard/-3759629medium/-8167500soft","true"
3304,"-400000hard/-3758973medium/-8169844soft","true"
3448,"-400000hard/-3755499medium/-8169370soft","true"
4496,"-400000hard/-3755447medium/-8169318soft","true"
4496,"-400000hard/-3754355medium/-8168226soft","true"
5353,"-400000hard/-3753629medium/-8167500soft","true"
