"timeMillisSpent","score","initialized"
2835,"-2000000hard/-98344646medium/-180130500soft","true"
2837,"-2000000hard/-98050646medium/-180130500soft","true"
2843,"-2000000hard/-97966646medium/-180130500soft","true"
2846,"-2000000hard/-97960646medium/-180130500soft","true"
2861,"-2000000hard/-97939646medium/-180130500soft","true"
2864,"-2000000hard/-97918646medium/-180130500soft","true"
2883,"-2000000hard/-97906646medium/-180130500soft","true"
2900,"-2000000hard/-97885646medium/-180130500soft","true"
2907,"-2000000hard/-97843646medium/-180130500soft","true"
2926,"-2000000hard/-97807646medium/-180130500soft","true"
2934,"-2000000hard/-97765646medium/-180130500soft","true"
3008,"-2000000hard/-97759646medium/-180130500soft","true"
3020,"-2000000hard/-97756646medium/-180130500soft","true"
3071,"-2000000hard/-97747646medium/-180130500soft","true"
3114,"-2000000hard/-97744646medium/-180130500soft","true"
3142,"-2000000hard/-97732646medium/-180130500soft","true"
3174,"-2000000hard/-97729646medium/-180130500soft","true"
3275,"-2000000hard/-97726646medium/-180130500soft","true"
3280,"-2000000hard/-97717646medium/-180130500soft","true"
3319,"-2000000hard/-97708646medium/-180130500soft","true"
3366,"-2000000hard/-97706346medium/-180131200soft","true"
3373,"-2000000hard/-97700346medium/-180131200soft","true"
3380,"-2000000hard/-97699646medium/-180130500soft","true"
3475,"-2000000hard/-97696646medium/-180130500soft","true"
3521,"-2000000hard/-97687646medium/-180130500soft","true"
3594,"-2000000hard/-97684646medium/-180130500soft","true"
4305,"-2000000hard/-97681646medium/-180130500soft","true"
4359,"-2000000hard/-97678646medium/-180130500soft","true"
