"timeMillisSpent","score","initialized"
81,"-197028hard/-113176soft","true"
146,"-196795hard/-112878soft","true"
721,"-196786hard/-112867soft","true"
1982,"-192945hard/-149195soft","true"
2000,"-192501hard/-148628soft","true"
2008,"-187988hard/-142862soft","true"
2908,"-187140hard/-141384soft","true"
3667,"-186962hard/-141155soft","true"
4867,"-186213hard/-140593soft","true"
5530,"-185420hard/-139580soft","true"
5977,"-184535hard/-138486soft","true"
5978,"-183976hard/-137771soft","true"
6653,"-183560hard/-137203soft","true"
6655,"-183474hard/-137093soft","true"
7440,"-182026hard/-135243soft","true"
8869,"-181470hard/-134181soft","true"
9261,"-180785hard/-133658soft","true"
