"timeMillisSpent","score","initialized"
501,"0hard/-123224soft","true"
600,"0hard/-123155soft","true"
660,"0hard/-123149soft","true"
709,"0hard/-122747soft","true"
896,"0hard/-122584soft","true"
974,"0hard/-122520soft","true"
1027,"0hard/-122480soft","true"
1110,"0hard/-122431soft","true"
1159,"0hard/-122252soft","true"
1239,"0hard/-122250soft","true"
1275,"0hard/-122138soft","true"
1341,"0hard/-122115soft","true"
1439,"0hard/-121836soft","true"
1497,"0hard/-121658soft","true"
1852,"0hard/-121552soft","true"
1867,"0hard/-121195soft","true"
2201,"0hard/-121077soft","true"
2233,"0hard/-120803soft","true"
2338,"0hard/-120781soft","true"
2458,"0hard/-120697soft","true"
2658,"0hard/-120603soft","true"
3016,"0hard/-120590soft","true"
3426,"0hard/-120550soft","true"
4762,"0hard/-120467soft","true"
5299,"0hard/-120466soft","true"
6081,"0hard/-120363soft","true"
6885,"0hard/-120357soft","true"
7074,"0hard/-120295soft","true"
8755,"0hard/-120101soft","true"
