"timeMillisSpent","score","initialized"
74,"-197028hard/-113176soft","true"
84,"-196795hard/-112878soft","true"
272,"-196755hard/-112827soft","true"
566,"-189652hard/-140408soft","true"
577,"-189617hard/-140363soft","true"
622,"-189483hard/-140192soft","true"
657,"-189376hard/-140055soft","true"
670,"-189359hard/-140033soft","true"
691,"-187736hard/-137959soft","true"
722,"-186828hard/-136799soft","true"
732,"-186825hard/-136795soft","true"
759,"-186101hard/-135870soft","true"
761,"-181343hard/-129791soft","true"
769,"-180196hard/-128325soft","true"
829,"-180184hard/-128310soft","true"
847,"-180182hard/-128307soft","true"
858,"-180081hard/-128178soft","true"
875,"-178681hard/-126389soft","true"
918,"-178671hard/-126377soft","true"
921,"-178209hard/-125787soft","true"
923,"-178146hard/-125706soft","true"
932,"-177659hard/-125084soft","true"
940,"-177569hard/-124968soft","true"
962,"-176130hard/-123129soft","true"
964,"-173543hard/-119823soft","true"
986,"-172388hard/-118348soft","true"
1031,"-172145hard/-118038soft","true"
1055,"-172126hard/-118014soft","true"
1078,"-172018hard/-117876soft","true"
1160,"-171793hard/-117588soft","true"
1342,"-171763hard/-117549soft","true"
1383,"-171365hard/-117041soft","true"
1558,"-171360hard/-117034soft","true"
1562,"-171354hard/-117027soft","true"
1568,"-171314hard/-116976soft","true"
1719,"-171130hard/-116741soft","true"
1766,"-171075hard/-116670soft","true"
1935,"-171069hard/-116663soft","true"
2006,"-171033hard/-116617soft","true"
2504,"-171001hard/-116576soft","true"
2625,"-170939hard/-116497soft","true"
4770,"-170929hard/-116484soft","true"
5524,"-170771hard/-116282soft","true"
