"timeMillisSpent","score","initialized"
1019,"-1600000hard/-221754medium/-484193soft","true"
1022,"-1600000hard/-220477medium/-490582soft","true"
1023,"-1600000hard/-220127medium/-489222soft","true"
1038,"-1600000hard/-218313medium/-489123soft","true"
1123,"-1600000hard/-218236medium/-484302soft","true"
1139,"-1600000hard/-216943medium/-487106soft","true"
1394,"-1600000hard/-216900medium/-484789soft","true"
1453,"-1600000hard/-216449medium/-486344soft","true"
1845,"-1600000hard/-216364medium/-489216soft","true"
1857,"-1600000hard/-215637medium/-488575soft","true"
1858,"-1600000hard/-214196medium/-491895soft","true"
1858,"-1600000hard/-213981medium/-490001soft","true"
