"timeMillisSpent","score","initialized"
305,"-800000hard/-16078547medium/-30145500soft","true"
307,"-800000hard/-16039547medium/-30145500soft","true"
312,"-800000hard/-15937547medium/-30145500soft","true"
312,"-800000hard/-15895547medium/-30145500soft","true"
320,"-800000hard/-15864349medium/-30150302soft","true"
1476,"-800000hard/-15850880medium/-30148833soft","true"
1904,"-800000hard/-15844922medium/-30145875soft","true"
1915,"-800000hard/-15838274medium/-30148227soft","true"
3405,"-800000hard/-15836774medium/-30149727soft","true"
3568,"-800000hard/-15834581medium/-30147534soft","true"
3676,"-800000hard/-15833412medium/-30152365soft","true"
4605,"-800000hard/-15831831medium/-30147784soft","true"
4640,"-800000hard/-15831543medium/-30150496soft","true"
4811,"-800000hard/-15830756medium/-30149709soft","true"
4819,"-800000hard/-15827756medium/-30149709soft","true"
5497,"-800000hard/-15826547medium/-30145500soft","true"
6643,"-800000hard/-15825581medium/-30147534soft","true"
7568,"-800000hard/-15825020medium/-30146973soft","true"
7977,"-800000hard/-15822408medium/-30150361soft","true"
7989,"-800000hard/-15819020medium/-30146973soft","true"
