"timeMillisSpent","score","initialized"
233,"-800000hard/-56242medium/-268695soft","true"
238,"-800000hard/-53826medium/-266014soft","true"
238,"-800000hard/-52640medium/-265700soft","true"
251,"-800000hard/-52532medium/-267970soft","true"
279,"-800000hard/-52227medium/-271203soft","true"
293,"-800000hard/-51738medium/-268491soft","true"
306,"-800000hard/-50439medium/-266626soft","true"
310,"-800000hard/-48637medium/-261376soft","true"
1413,"-800000hard/-48087medium/-264756soft","true"
1463,"-800000hard/-47989medium/-264387soft","true"
1598,"-800000hard/-47607medium/-262931soft","true"
2154,"-800000hard/-47340medium/-264450soft","true"
2203,"-800000hard/-47245medium/-266768soft","true"
2695,"-800000hard/-46937medium/-265827soft","true"
2890,"-800000hard/-46866medium/-263035soft","true"
