"timeMillisSpent","score","initialized"
1730,"-1600000hard/-63035727medium/-116127000soft","true"
1733,"-1600000hard/-63011727medium/-116127000soft","true"
1775,"-1600000hard/-62984727medium/-116127000soft","true"
2414,"-1600000hard/-62975727medium/-116127000soft","true"
2683,"-1600000hard/-62972843medium/-116127116soft","true"
3688,"-1600000hard/-62936727medium/-116127000soft","true"
3783,"-1600000hard/-62914273medium/-116131546soft","true"
3802,"-1600000hard/-62899273medium/-116131546soft","true"
3813,"-1600000hard/-62893273medium/-116131546soft","true"
3814,"-1600000hard/-62869273medium/-116131546soft","true"
3815,"-1600000hard/-62860273medium/-116131546soft","true"
3852,"-1600000hard/-62833065medium/-116131338soft","true"
3852,"-1600000hard/-62827065medium/-116131338soft","true"
3853,"-1600000hard/-62824065medium/-116131338soft","true"
