"timeMillisSpent","score","initialized"
833,"-1200000hard/-35565495medium/-66132000soft","true"
844,"-1200000hard/-35556495medium/-66132000soft","true"
847,"-1200000hard/-35538495medium/-66132000soft","true"
853,"-1200000hard/-35511495medium/-66132000soft","true"
871,"-1200000hard/-35508495medium/-66132000soft","true"
876,"-1200000hard/-35484495medium/-66132000soft","true"
894,"-1200000hard/-35478495medium/-66132000soft","true"
903,"-1200000hard/-35472495medium/-66132000soft","true"
909,"-1200000hard/-35469495medium/-66132000soft","true"
1034,"-1200000hard/-35466495medium/-66132000soft","true"
1251,"-1200000hard/-35463495medium/-66132000soft","true"
1612,"-1200000hard/-35460495medium/-66132000soft","true"
