"timeMillisSpent","score","initialized"
235,"-800000hard/-49960medium/-263025soft","true"
239,"-800000hard/-49941medium/-263242soft","true"
239,"-800000hard/-48966medium/-261782soft","true"
264,"-800000hard/-48539medium/-263528soft","true"
277,"-800000hard/-47866medium/-263941soft","true"
459,"-800000hard/-46916medium/-264829soft","true"
472,"-800000hard/-45509medium/-259842soft","true"
1498,"-800000hard/-45190medium/-263867soft","true"
1526,"-800000hard/-45062medium/-264496soft","true"
2801,"-800000hard/-44391medium/-263014soft","true"
2967,"-800000hard/-43906medium/-263782soft","true"
