"timeMillisSpent","score","initialized"
71,"-400000hard/-1528medium/-156416soft","true"
75,"-400000hard/-840medium/-156460soft","true"
75,"-400000hard/-651medium/-156012soft","true"
76,"-400000hard/0medium/-155396soft","true"
87,"-400000hard/0medium/-151928soft","true"
164,"-400000hard/0medium/-151702soft","true"
209,"-400000hard/0medium/-150739soft","true"
291,"-400000hard/0medium/-150106soft","true"
349,"-400000hard/0medium/-149516soft","true"
478,"-400000hard/0medium/-149423soft","true"
502,"-400000hard/0medium/-149400soft","true"
503,"-400000hard/0medium/-148697soft","true"
628,"-400000hard/0medium/-148617soft","true"
639,"-400000hard/0medium/-148232soft","true"
675,"-400000hard/0medium/-147609soft","true"
675,"-400000hard/0medium/-147191soft","true"
1191,"-400000hard/0medium/-146683soft","true"
1436,"-400000hard/0medium/-144609soft","true"
