"timeMillisSpent","score","initialized"
135,"0hard/-110504soft","true"
356,"0hard/-110473soft","true"
364,"0hard/-110432soft","true"
394,"0hard/-110322soft","true"
652,"0hard/-110309soft","true"
731,"0hard/-110255soft","true"
1067,"0hard/-110109soft","true"
1861,"0hard/-109847soft","true"
