"timeMillisSpent","score","initialized"
18,"0hard/-99255soft","true"
84,"0hard/-99249soft","true"
91,"0hard/-99199soft","true"
96,"0hard/-99031soft","true"
380,"0hard/-98972soft","true"
413,"0hard/-98970soft","true"
1518,"0hard/-98952soft","true"
1548,"0hard/-98933soft","true"
1548,"0hard/-98923soft","true"
1554,"0hard/-98853soft","true"
3487,"0hard/-98851soft","true"
3674,"0hard/-98835soft","true"
4363,"0hard/-98828soft","true"
4724,"0hard/-98808soft","true"
4767,"0hard/-98793soft","true"
4769,"0hard/-98786soft","true"
6334,"0hard/-98767soft","true"
7999,"0hard/-98752soft","true"
