"timeMillisSpent","score","initialized"
87,"-197028hard/-113176soft","true"
99,"-196795hard/-112878soft","true"
307,"-196755hard/-112827soft","true"
585,"-189652hard/-140408soft","true"
597,"-189617hard/-140363soft","true"
642,"-189483hard/-140192soft","true"
676,"-189376hard/-140055soft","true"
688,"-189359hard/-140033soft","true"
709,"-187736hard/-137959soft","true"
740,"-186828hard/-136799soft","true"
751,"-186825hard/-136795soft","true"
777,"-186101hard/-135870soft","true"
779,"-181343hard/-129791soft","true"
787,"-180196hard/-128325soft","true"
847,"-180184hard/-128310soft","true"
866,"-180182hard/-128307soft","true"
877,"-180081hard/-128178soft","true"
895,"-178681hard/-126389soft","true"
936,"-178671hard/-126377soft","true"
940,"-178209hard/-125787soft","true"
942,"-178146hard/-125706soft","true"
950,"-177659hard/-125084soft","true"
958,"-177569hard/-124968soft","true"
980,"-176130hard/-123129soft","true"
981,"-173543hard/-119823soft","true"
1005,"-172388hard/-118348soft","true"
1046,"-172145hard/-118038soft","true"
1067,"-172126hard/-118014soft","true"
1088,"-172018hard/-117876soft","true"
1168,"-171793hard/-117588soft","true"
1354,"-171763hard/-117549soft","true"
1392,"-171365hard/-117041soft","true"
1566,"-171360hard/-117034soft","true"
1570,"-171354hard/-117027soft","true"
1577,"-171314hard/-116976soft","true"
1691,"-171289hard/-116943soft","true"
1726,"-171105hard/-116708soft","true"
1943,"-171001hard/-116576soft","true"
1979,"-170991hard/-116563soft","true"
2634,"-170929hard/-116484soft","true"
5531,"-170771hard/-116282soft","true"
