"timeMillisSpent","score","initialized"
1104,"-221679hard/-131580soft","true"
1123,"-221570hard/-131441soft","true"
1187,"-221472hard/-131316soft","true"
1409,"-221469hard/-131312soft","true"
1593,"-221338hard/-131145soft","true"
2109,"-221232hard/-131009soft","true"
2207,"-221165hard/-130924soft","true"
2589,"-221006hard/-130720soft","true"
2939,"-220987hard/-130696soft","true"
3473,"-220928hard/-130621soft","true"
3553,"-220775hard/-130425soft","true"
3662,"-220553hard/-130142soft","true"
3976,"-220503hard/-130078soft","true"
5253,"-220493hard/-130066soft","true"
6075,"-220484hard/-130054soft","true"
6125,"-220410hard/-129960soft","true"
6912,"-220396hard/-129942soft","true"
6922,"-220111hard/-129577soft","true"
7321,"-220067hard/-129521soft","true"
8900,"-220049hard/-129498soft","true"
