"timeMillisSpent","score","initialized"
62,"-400000hard/-3966629medium/-8167500soft","true"
65,"-400000hard/-3894629medium/-8167500soft","true"
69,"-400000hard/-3876629medium/-8167500soft","true"
76,"-400000hard/-3865927medium/-8171798soft","true"
76,"-400000hard/-3856927medium/-8171798soft","true"
76,"-400000hard/-3855073medium/-8169944soft","true"
91,"-400000hard/-3834875medium/-8173746soft","true"
93,"-400000hard/-3823548medium/-8174419soft","true"
114,"-400000hard/-3822581medium/-8176452soft","true"
115,"-400000hard/-3808963medium/-8171834soft","true"
115,"-400000hard/-3799963medium/-8171834soft","true"
517,"-400000hard/-3776247medium/-8172118soft","true"
813,"-400000hard/-3773776medium/-8175647soft","true"
1170,"-400000hard/-3772422medium/-8171293soft","true"
1347,"-400000hard/-3769056medium/-8167927soft","true"
1460,"-400000hard/-3766375medium/-8168246soft","true"
1843,"-400000hard/-3761571medium/-8169442soft","true"
3798,"-400000hard/-3760838medium/-8168539soft","true"
4031,"-400000hard/-3760576medium/-8168021soft","true"
4075,"-400000hard/-3758326medium/-8168771soft","true"
4081,"-400000hard/-3757576medium/-8168021soft","true"
5041,"-400000hard/-3756918medium/-8167789soft","true"
5764,"-400000hard/-3756629medium/-8167500soft","true"
5987,"-400000hard/-3756610medium/-8170481soft","true"
7470,"-400000hard/-3756465medium/-8170336soft","true"
7564,"-400000hard/-3756260medium/-8170131soft","true"
7848,"-400000hard/-3753629medium/-8167500soft","true"
