"timeMillisSpent","score","initialized"
73,"-197028hard/-113176soft","true"
137,"-196795hard/-112878soft","true"
741,"-196786hard/-112867soft","true"
2003,"-192945hard/-149195soft","true"
2022,"-192501hard/-148628soft","true"
2030,"-187988hard/-142862soft","true"
4738,"-187712hard/-147520soft","true"
4914,"-186483hard/-143921soft","true"
5478,"-186333hard/-140711soft","true"
5766,"-185921hard/-139987soft","true"
6639,"-185291hard/-139063soft","true"
7104,"-185140hard/-138693soft","true"
8022,"-184207hard/-138060soft","true"
