"timeMillisSpent","score","initialized"
214,"-800000hard/-87150medium/-332098soft","true"
217,"-800000hard/-86794medium/-315968soft","true"
218,"-800000hard/-85582medium/-321543soft","true"
224,"-800000hard/-85086medium/-313939soft","true"
224,"-800000hard/-83855medium/-310496soft","true"
226,"-800000hard/-83505medium/-312260soft","true"
226,"-800000hard/-82933medium/-323415soft","true"
227,"-800000hard/-79165medium/-314785soft","true"
232,"-800000hard/-76112medium/-314400soft","true"
311,"-800000hard/-75923medium/-321328soft","true"
343,"-800000hard/-75575medium/-308408soft","true"
670,"-800000hard/-74641medium/-314968soft","true"
973,"-800000hard/-74129medium/-316850soft","true"
2594,"-800000hard/-70633medium/-309070soft","true"
