"timeMillisSpent","score","initialized"
77,"-400000hard/-4064720medium/-8167500soft","true"
79,"-400000hard/-4043720medium/-8167500soft","true"
82,"-400000hard/-4025720medium/-8167500soft","true"
83,"-400000hard/-3977720medium/-8167500soft","true"
83,"-400000hard/-3965720medium/-8167500soft","true"
99,"-400000hard/-3938769medium/-8173549soft","true"
347,"-400000hard/-3936940medium/-8174720soft","true"
421,"-400000hard/-3917459medium/-8176239soft","true"
422,"-400000hard/-3917377medium/-8173157soft","true"
678,"-400000hard/-3913848medium/-8178628soft","true"
686,"-400000hard/-3912892medium/-8174672soft","true"
694,"-400000hard/-3910848medium/-8169628soft","true"
695,"-400000hard/-3906532medium/-8171312soft","true"
798,"-400000hard/-3902730medium/-8173510soft","true"
833,"-400000hard/-3902720medium/-8167500soft","true"
855,"-400000hard/-3894356medium/-8168136soft","true"
1079,"-400000hard/-3891213medium/-8170993soft","true"
1538,"-400000hard/-3890720medium/-8167500soft","true"
1578,"-400000hard/-3887981medium/-8167761soft","true"
1643,"-400000hard/-3885354medium/-8168134soft","true"
1697,"-400000hard/-3884378medium/-8170158soft","true"
1998,"-400000hard/-3881755medium/-8167535soft","true"
2388,"-400000hard/-3881720medium/-8167500soft","true"
3465,"-400000hard/-3880120medium/-8168900soft","true"
3490,"-400000hard/-3879574medium/-8168354soft","true"
4026,"-400000hard/-3878720medium/-8167500soft","true"
