"timeMillisSpent","score","initialized"
323,"-800000hard/-4759988medium/-9870300soft","true"
341,"-800000hard/-4756988medium/-9870300soft","true"
380,"-800000hard/-4753988medium/-9870300soft","true"
511,"-800000hard/-4751949medium/-9871261soft","true"
768,"-800000hard/-4751165medium/-9870477soft","true"
876,"-800000hard/-4750988medium/-9870300soft","true"
911,"-800000hard/-4747988medium/-9870300soft","true"
4182,"-800000hard/-4747135medium/-9872447soft","true"
4784,"-800000hard/-4746027medium/-9871339soft","true"
4818,"-800000hard/-4745910medium/-9871222soft","true"
4843,"-800000hard/-4745289medium/-9870601soft","true"
9293,"-800000hard/-4744988medium/-9870300soft","true"
