"timeMillisSpent","score","initialized"
17,"0hard/-90204soft","true"
30,"0hard/-90190soft","true"
41,"0hard/-90145soft","true"
46,"0hard/-90140soft","true"
65,"0hard/-90139soft","true"
68,"0hard/-90131soft","true"
95,"0hard/-90089soft","true"
96,"0hard/-90082soft","true"
108,"0hard/-89506soft","true"
279,"0hard/-89158soft","true"
283,"0hard/-86195soft","true"
283,"0hard/-86181soft","true"
2163,"0hard/-85577soft","true"
2178,"0hard/-85464soft","true"
2369,"0hard/-85449soft","true"
2866,"0hard/-85215soft","true"
2955,"0hard/-85212soft","true"
3790,"0hard/-85109soft","true"
3822,"0hard/-84978soft","true"
4990,"0hard/-84976soft","true"
5213,"0hard/-84965soft","true"
5312,"0hard/-84924soft","true"
5314,"0hard/-84922soft","true"
5329,"0hard/-84819soft","true"
5352,"0hard/-84763soft","true"
6522,"0hard/-84646soft","true"
