"timeMillisSpent","score","initialized"
66,"-400000hard/-1028744medium/-3098700soft","true"
73,"-400000hard/-1025744medium/-3098700soft","true"
121,"-400000hard/-1022744medium/-3098700soft","true"
319,"-400000hard/-1020243medium/-3099199soft","true"
403,"-400000hard/-1020081medium/-3099037soft","true"
1599,"-400000hard/-1019744medium/-3098700soft","true"
2232,"-400000hard/-1019321medium/-3101277soft","true"
2355,"-400000hard/-1019194medium/-3101150soft","true"
2363,"-400000hard/-1016751medium/-3098707soft","true"
3339,"-400000hard/-1016744medium/-3098700soft","true"
