"timeMillisSpent","score","initialized"
97,"-400000hard/-1071238medium/-3098700soft","true"
480,"-400000hard/-1062238medium/-3098700soft","true"
1452,"-400000hard/-1056238medium/-3098700soft","true"
6359,"-400000hard/-1053238medium/-3098700soft","true"
10000,"-400000hard/-1050238medium/-3098700soft","true"
